LABEL,sentences
1,<s> greenwichlad haha thank excellent dinner gran think would change amp cottage pie </s>
0,<s> happy anymore </s>
0,<s> watch chef master doctor pack show expense log iroooooning his </s>
0,<s> chemistry wed compute thus finish school never need 2 go back oh yeah </s>
0,<s> matter long work homework list seem get bigger smaller like anticipate </s>
1,<s> tell doodle fat guy say hello </s>
1,<s> put jam play guitar channel surf </s>
0,<s> eat chocolate cover pretzels remind mallrats make want eat anymore </s>
0,<s> stephanspiegel wow sound gon na make whatever pull together seem kinda weak comparison </s>
0,<s> ok click tweet hyperlink open browser </s>
1,<s> swear post thing future haha prefer simple lor agree </s>
0,<s> weekend talk greatest girl ever know samurai sword wing loss bad part </s>
0,<s> will miss simpsons funny thing really </s>
0,<s> shiny new white 32gb iphone 3g box need take place later due priorities </s>
1,<s> wizards overly place </s>
0,<s> find play damn miss friend </s>
0,<s> supervisor drive f g crazy miss buddy tonight work </s>
1,<s> new bet opportunity get hospital appointment tomorrow come away msa swine flu something else </s>
1,<s> lol wish could hav dont the instead go 2 stool </s>
0,<s> twitrclectic gutted get top could find hotel u tell anywhere </s>
0,<s> new ipod arrive crap miss old one </s>
0,<s> work today </s>
1,<s> hey smile </s>
1,<s> patience cry vacation rejoin </s>
1,<s> recruit twitter match network wow someone smoke funny cigarette </s>
0,<s> worst dream ever attempt go back sleep atleast 4 hours make feel better </s>
1,<s> marshmollow ð¾ ð ñ ð¾ñ ñ ñ ð²ñ ð²ñ ñ </s>
0,<s> thingsihate wait watch something 2 weeks miss show happen las night </s>
0,<s> internet cable know </s>
0,<s> variable test evil chittastic instant okinawan yakisoba </s>
0,<s> tire n lazy wish </s>
0,<s> cry fancy sun glass go </s>
1,<s> lisabeth final </s>
1,<s> feel little better thank babe always seem cheer </s>
1,<s> tiphereth ta must new profile pic day thailand top holiday list far months though probably winter escape </s>
0,<s> countdown 1 week yyyy comm health day </s>
1,<s> helluva idea </s>
1,<s> red rock cafe mountain view awesome peaceful work friendly </s>
0,<s> take hot relax bubble bath go babysit </s>
1,<s> watch dvd josh excite </s>
1,<s> okay well work accent pretend mom </s>
0,<s> wish maryyyyyy </s>
1,<s> total weirdness softmachine think awesome http </s>
0,<s> niraihifi emma try call call back think style </s>
1,<s> kylebice go art superman celebration </s>
1,<s> enjoy conversation maria sigh happiness </s>
1,<s> jerrybattiste quot pick flower teacher quot jealous want flower without hospital get </s>
0,<s> really tomorrow </s>
0,<s> back hurt like hell </s>
1,<s> doc awesome </s>
1,<s> shall say contest u think best look person school ur secret crush hmm say find </s>
1,<s> five yeah think think worth far every little bite help though right </s>
1,<s> new phone tis beautiful piece technology ever see </s>
0,<s> hour free lazerquest place close tomorrow </s>
1,<s> best day taylor swift dedicate tommy </s>
1,<s> school shop time rest x </s>
0,<s> cre8tick pretty mess sound like may pull fighters </s>
1,<s> theneener cash favor send friend go get ibuprofen could twitter would </s>
0,<s> lunch break bore </s>
0,<s> money reason many things life forever quot jake quot </s>
1,<s> lisaconnell ah good lisa glad photo shoot nonetheless boost awareness public thank </s>
1,<s>  </s>
0,<s> partly stalk lot strength integrity find hard way blow surgery </s>
0,<s> makeupbag create might go touch crow feet form around eye </s>
1,<s> learn play break hand guitar 2 row </s>
0,<s> marinadepp serious please call anytime luv ya </s>
0,<s> well night night folks back w place tomorrow </s>
1,<s> than 4 follow amp except </s>
0,<s> ca find box tissue doctor later finally </s>
1,<s> pauljholden brave man many thousands thousands kid </s>
1,<s> anniemacdj wow really cool want pair </s>
0,<s> wont work </s>
1,<s> indrairwan birthday happy birthday </s>
1,<s> train approach manchester picadilly tweet da hotel </s>
0,<s> take mvc2 game fun hard find finally get copy little ago </s>
1,<s> pick verseghy secondary school fuck cool </s>
0,<s> think flavor cream cheese sunday morning babel good compare real box still sting cap loss </s>
0,<s> stern127 knackered tho get college 9am </s>
0,<s> homework day </s>
1,<s> quot mean quot bring easily offend thank support girlfriend </s>
1,<s> go bed </s>
1,<s> xgracestackx name thank x </s>
0,<s> ajmennuti http wow look sorry could lesson kid </s>
0,<s>  </s>
0,<s> boobikitti well cant choose one </s>
1,<s> make look good </s>
1,<s> back seaman city meet elementary school happy </s>
0,<s> body bore one play http </s>
1,<s> wow stand fake kristen stewart get 4 followers thank new followers hope like update </s>
1,<s> jan75 happy sunday </s>
0,<s> emmetjuh app store seem work france itunes music store however seem try earlier today </s>
1,<s> bore winter day go volunteer help less fortunate something u twitter ur cell anyways lol </s>
0,<s> naval french open afa guess jump rog feed band wagon </s>
1,<s> give card money none use twitter thx </s>
0,<s> sad take bellybutton ring get infect </s>
0,<s> taliyalltimelow oh yeah cold case quite win also like pokemon wish still </s>
0,<s> ow shoot </s>
0,<s> destinyhope92 lol same stupid teacher tell us make book kid still page 4 20 xd www hw lt </s>
0,<s> really miss photoshop </s>
0,<s> web webinale berlin next also juni heidelberg 2 days air train interest dm </s>
1,<s> lot time nothing bed seem trick still coach sore throat act feel much better </s>
0,<s> welcometogower thats sad nature reserve post </s>
0,<s> kayak five hours today lake mom get suburb hell skin fire may die time alone </s>
1,<s> find zoo tycoon 2 go play </s>
0,<s> docs sign stress another one stupid silly break panic attack morning </s>
0,<s> alarmvsme several friends lay phx today </s>
1,<s> uh really cute </s>
1,<s> nancy days experience whole jealous mistress thing cool </s>
0,<s> soon much shop today honorary partie shop still find dream bath suit though </s>
0,<s> one hardest choices ever hav 2 make stay go internship go home get job asap consider skin </s>
1,<s> hhh great crazy night </s>
1,<s> sissydawnie cokiethecat marvelous 10 years yay thank yeah pretty psyche </s>
0,<s> ok test puppy world need dental work least doesnt business interview go </s>
1,<s> roundgoldfish1 lol would never say julie shes best friend lol yeah 2 little sisters annoy </s>
0,<s> mommasalty fuck time take long </s>
1,<s> watch sister sim wed wow kinda crave guitar hero right coffee </s>
1,<s> lilcdawg ca stop listen listen http opinion better original </s>
0,<s> break toe way start monday such </s>
1,<s> grahamwgreen ripple quiet applause make way across fair county </s>
1,<s> swim empty swim pool manchester 354 mile drive home </s>
1,<s> thebrianposehn say hi steve </s>
1,<s> wednesday sis lt 3 </s>
0,<s> keeptheheat mr universe could even tuck </s>
1,<s> r make coffee great way start day </s>
1,<s> hear song christmas suddenly make plan take leave december 2009 home christmas </s>
1,<s> scottfaithfull note still </s>
1,<s> giblahoj really spain come santander nice place fantastic beach wait answer </s>
1,<s> foot mum actually go week feel loud noise ear disappear </s>
0,<s> his taxi male chess month same 4x poor girl </s>
1,<s> hiphop break omg piss both awesome though </s>
0,<s> fail maths exam today fxxxmylife </s>
1,<s> work eat chip amp talk friends </s>
1,<s> m0t0breath food rarely good flight remedy la guy keep scream beer barrios </s>
1,<s> songzyuuup hurry come dc </s>
1,<s> darkufo shoot calgary </s>
1,<s> listen fly 8 wish could share view 8 xx </s>
0,<s> miss home </s>
0,<s> fight lose battle blood suck bug </s>
1,<s> make twitter </s>
1,<s> never mischief guess go bed </s>
1,<s> morning everyone twitter feel bloat soo cool im wear something soo tight usual today </s>
0,<s> do math homework monster fell asleep txt im lonely </s>
0,<s> julian79 know canberra </s>
0,<s> nickgotskillz lol oh josh sorry didnt sun screen burn </s>
0,<s> alchemy morning china get mor tat do last night say morning get do 4am </s>
0,<s> alone </s>
0,<s> guy want enhancement still bonus track miss heart </s>
1,<s> treadonmydreams yes please </s>
0,<s> sweetness yes originally like say late late tell enough make cry next week swear </s>
1,<s> itsgabbith lucky lovely sweet care mom </s>
1,<s> read chapters hit laptop today laptop time end due grow vision headache lunchtime </s>
0,<s> agingbackwards lovely sunday enjoy beautiful day work </s>
1,<s> heheheh send love </s>
0,<s> hate im yet do homework </s>
0,<s> allies0r get like 1 referral </s>
1,<s> ooh yeah put heavy makeup body listen like chaos </s>
1,<s> siruveru sport u play want know </s>
0,<s> car unfortunate victim bird look like severe diarrhea </s>
0,<s> yeah </s>
1,<s> deal fact work remind get leave early go rp today </s>
0,<s> guerrillas totally remember tune tonight get simpsons </s>
0,<s> last night cry kitty pass away </s>
0,<s> leave san diego want stay night </s>
0,<s> putin </s>
0,<s> know want im seriously think buy one online except might portuguese </s>
0,<s> home cry anyone want make feel better </s>
0,<s> ca bother go home </s>
0,<s> heyheyybonaaann sadly would busy rap nick kidnap aaaaaa by </s>
1,<s> go see priscilla ahn last night amazon band actually </s>
1,<s> watch start turkish grand prix go benson </s>
1,<s> soon funny would even xxlenaxo would love u x3 barbecue </s>
0,<s> bb revoke member badge map </s>
1,<s> funny amp apauley88 amp ty weekend z n g http </s>
1,<s> thealaskanking think japan check upcoming gigs </s>
0,<s> bore sunday </s>
0,<s> hangover gh </s>
1,<s> addict themandymoore could break heart day week </s>
1,<s> finally home super tire go bed </s>
1,<s> iguana http well quite imaginative would expect less sensei </s>
1,<s> rhetthislop hope send voice amcos damage </s>
0,<s> butterfly effect make cry </s>
1,<s> finish first year uni </s>
1,<s> last day morning little dull outside hopefully cooler day head </s>
1,<s> attack migrants http students occupy sons get lads let get political iran eat heart </s>
0,<s> coke </s>
0,<s> morning late throat give much pain right </s>
1,<s> synisterchyck happy birthday fellow gemini </s>
1,<s> calebgardner soon much fun btw adorable picture kid </s>
0,<s> good morning look like bike today claim car </s>
0,<s> really really want new series heroes start miss week dose mile xx </s>
1,<s> give away stock always good idea </s>
0,<s> ah ball indies go semis amp england stupid fuppin english rain cook us close cricket </s>
0,<s> sleep tonight either </s>
1,<s> plaintruthiness cold glad many folks follow us help us get word payne </s>
0,<s> ca wait see turn monday much talk little time </s>
1,<s> akankshagoel brother screen fly seminar </s>
1,<s> learn hometown showdown soo difficult practise perfect haha boom clap learn sl </s>
1,<s> thank get start plan bbs </s>
1,<s> totzhatz sometimes wish live small town really like visit relax pace nice esp summer </s>
1,<s> excite gypsyhippie maybe come sheffield red bull flugtag next year haha road trip texas </s>
1,<s> cap lose arch hp game even much fun </s>
1,<s> savorthethyme love guinea even pronounce right enjoy saturday </s>
1,<s> feel great gorgeous sunny day </s>
0,<s> tommcfly hi tom miss speak portuguese google translate love much man please answer need man xx </s>
1,<s> poker awesome spit awesome game 7 hours straight really wear ones self </s>
0,<s> could stand go late around </s>
1,<s> lauralkgw watch never really care may alone </s>
0,<s> sort horrible settle glad day feel miserable </s>
0,<s> raaaaaaek clinch jaw sleep break habit asap get harder </s>
0,<s> aw make tea smell really wonderful taste like water steep long enough </s>
1,<s> exam time 3 law degree </s>
1,<s> taylormosher haha example reaction give virginia24 girl fan </s>
0,<s> ah almost do finish paper read class tomorrow go miami grand funeral morning </s>
0,<s> eat toast yum amp break exam tomorrow im screw </s>
0,<s> yeah know relation expect end etc never happen sad </s>
1,<s> spoil luxurious things home take intern </s>
0,<s> morning world survive 5am quot assessment quot train session although feel part body </s>
1,<s> heeeyshelby ew you </s>
1,<s> watch tons </s>
0,<s> seriously still cant move suburb itch mage </s>
0,<s> hell shoot way oak brook sunny warm day wan na hit beach </s>
0,<s> www shes go </s>
1,<s> aria thank amaze season big part championship hope stay la congratulations </s>
1,<s> monsoonsmangoes like sz4 waist like length </s>
1,<s> wrist0ph3r oh well start share pool ill nominate u laymen </s>
0,<s> cant anymore </s>
0,<s> feel like crap bowl party tonight </s>
0,<s> need remind coco simon lab allow magnet katie except people eat upstairs </s>
0,<s> deadpool best know break fourth wall comics one mention film annoy </s>
1,<s> joannesmedley principally act 2 bring bite john 15 holy spirit advocate </s>
1,<s> full day workout good time </s>
1,<s> daddy amp dog watch people dog go head home </s>
0,<s> ipod die half way thru run run music like take shower water </s>
1,<s> jrklover yeah girl get put phone give mine </s>
